ID_global	ID_construction	source	via	construction	contruction_type	surface_change	mode	occurring_sentence	hypoth_counterpart	occ_gpt3_no_tokens	occ_gpt3_avg_delta-uid	occ_gpt3_avg_mu-uid	occ_gpt3_avg_rtm	occ_gpt3_avg_diff_for_low-ic	hyp_gpt3_no_tokens	hyp_gpt3_avg_delta-uid	hyp_gpt3_avg_mu-uid	hyp_gpt3_avg_rtm	hyp_gpt3_avg_diff_for_low-ic	gpt3_delta-uid_correct	gpt3_mu-uid_correct	gpt3_rtm_correct	gpt3_low-ic_correct	occ_gpt2_no_tokens	occ_gpt2_avg_delta-uid	occ_gpt2_avg_mu-uid	occ_gpt2_avg_rtm	occ_gpt2_avg_diff_for_low-ic	hyp_gpt2_no_tokens	hyp_gpt2_avg_delta-uid	hyp_gpt2_avg_mu-uid	hyp_gpt2_avg_rtm	hyp_gpt2_avg_diff_for_low-ic	gpt2_delta-uid_correct	gpt2_mu-uid_correct	gpt2_rtm_correct	gpt2_low-ic_correct
469	41032	ICE	EFrancis	extraposition	extraposed	word_order	mixed	An aura is common, in which the patient may experience upper abdominal discomfort, nausea, giddiness, hallucinations of various types (hearing, smelling, tasting or seeing things that aren't there) or the deja vu phenomenon	An aura, in which the patient may experience upper abdominal discomfort, nausea, giddiness, hallucinations of various types (hearing, smelling, tasting or seeing things that aren't there) or the deja vu phenomenon, is common	46	3,3451	2,7952	3,5319	-1,5259	47	3,0739	2,6512	3,4054	-1,6696	0	0	0	0	46	2,784	2,1542	2,544	-1,1672	47	2,7824	2,1192	2,4436	-1,1941	0	0	0	0
470	41033	ICE	EFrancis	extraposition	extraposed	word_order	mixed	then X-rays of the head are taken on which the blood vessels of the brain can be seen clearly	then X-rays of the head on which the blood vessels of the brain can be seen clearly are taken	20	2,8846	2,4227	3,0681	-1,6658	20	2,4991	2,4863	2,7844	-1,2847	0	1	0	1	20	2,5052	1,7008	2,0896	-1,2194	20	2,7259	1,726	2,0109	-1,1568	1	1	0	1
471	41034	ICE	EFrancis	extraposition	extraposed	word_order	mixed	A tape recording was then published in which Mr Lenihan freely admitted he had rung the president	A tape recording in which Mr Lenihan freely admitted he had rung the president was then published	19	4,3023	3,1908	3,4084	-0,8268	19	4,6458	2,9341	2,9527	-0,2872	1	0	0	1	19	3,5557	2,5428	2,596	-0,2021	19	3,7878	2,4921	2,5051	-0,0823	1	0	0	1
472	41035	ICE	EFrancis	extraposition	extraposed	word_order	mixed	A point will be reached where the thickness of the film prevents sufficient nutrients reaching the layer of microorganisms which is attached to the medium	A point where the thickness of the film prevents sufficient nutrients reaching the layer of microorganisms which is attached to the medium will be reached	25	4,4022	3,08	3,0931	-0,706	25	4,8948	3,1409	3,1356	-0,0437	1	1	1	1	25	3,9843	2,9089	2,9006	-0,2091	25	3,9568	2,7488	2,7439	-0,1233	0	0	0	1
473	41036	ICE	EFrancis	extraposition	extraposed	word_order	mixed	the feeling people have who talk about it an or an order of a metre rise of water	the feeling people who talk about it have an or an order of a metre rise of water	17	4,4151	3,04	3,1225	1,6326	17	3,549	2,7216	2,737	1,1546	0	0	0	0	17	3,8281	2,5172	2,7939	1,0287	17	2,7195	2,0837	2,3659	0,9125	0	0	0	0
474	42000	ICE	EFrancis	extraposition	canonical	word_order	mixed	The majority opinion of a genuine meeting which is how we are all bound has said that they want it done this way	The majority opinion of a genuine meeting has said that they want it done this way which is how we are all bound	22	3,2627	2,4362	2,4664	0,5808	22	3,8702	2,3839	2,4192	0,5051	1	0	0	0	22	2,6432	2,2265	2,2051	0,2253	22	2,6285	1,9463	1,9478	-0,0171	0	0	0	0
475	42001	ICE	EFrancis	extraposition	canonical	word_order	mixed	The Tarbull view which is that of most muckrakers of the progressive era is basically that big business got big by cheating	The Tarbull view is basically that big business got big by cheating which is that of most muckrakers of the progressive era	25	4,09	3,7054	3,6994	0,1488	25	4,5114	3,7228	3,7118	0,2756	1	1	1	1	25	3,2599	2,6452	2,5963	0,5125	25	3,7135	2,7628	2,797	0,7868	1	1	1	1
476	42002	ICE	EFrancis	extraposition	canonical	word_order	mixed	The Royal Court of which John Mortimer is the Chairman is actually getting an eight hundred thousand pounds' grant again from the Arts Council this year	The Royal Court is actually getting an eight hundred thousand pounds' grant again from the Arts Council this year of which John Mortimer is the Chairman	27	4,4142	3,452	3,4682	-0,0873	27	4,2873	3,3096	3,3211	-0,0441	0	0	0	1	27	3,6964	2,7164	2,7405	-0,2167	27	3,4284	2,5255	2,5312	-0,0517	0	0	0	1
477	42003	ICE	EFrancis	extraposition	canonical	word_order	mixed	The the the clever the central idea of your book which is very clever is that you took the idea that a Chief Whip because he knows in the nature of his job everything about	The the the clever the central idea of your book is that you took the idea that a Chief Whip because he knows in the nature of his job everything about which is very clever	34	6,4996	4,3635	4,0667	1,3015	34	6,0493	3,8358	3,6112	1,296	0	0	0	0	34	3,4724	2,3789	2,3978	-0,2038	34	3,5835	2,482	2,4813	0,011	1	1	1	1
478	42004	ICE	EFrancis	extraposition	canonical	word_order	mixed	The only things which could be properly suppressed in war are compass bearings and the hour of assault	The only things are compass bearings and the hour of assault which could be properly suppressed in war	17	5,5996	3,324	3,3042	0,5533	17	4,9247	3,1561	3,1458	1,2186	0	0	0	1	17	4,4617	2,669	2,6312	0,3056	17	4,3259	2,4709	2,5093	1,1424	0	0	0	1
479	42005	ICE	EFrancis	extraposition	canonical	word_order	mixed	the rights of way system uhm some of which undoubtedly has been ploughed up or blocked in some way or another is a very ancient system	the rights of way system uhm is a very ancient system some of which undoubtedly has been ploughed up or blocked in some way or another	28	4,3642	3,1171	3,2108	-0,4371	28	4,8806	3,4327	3,524	-0,2558	1	1	1	1	28	4,1304	2,9081	2,8454	0,2606	28	4,1975	3,0696	3,0253	0,1554	1	1	1	0
480	42006	ICE	EFrancis	extraposition	canonical	word_order	mixed	and I think a an on ongoing seminar in humanities computing which has existed for a number of years chose to have changed itself into a special interest group in order to benefit from some kind of official status	and I think a an on ongoing seminar in humanities computing chose to have changed itself into a special interest group in order to benefit from some kind of official status which has existed for a number of years	38	3,908	3,1574	3,1973	-0,1944	38	3,8154	3,0594	3,063	-0,0231	0	0	0	1	38	3,9513	2,9736	2,9689	0,0304	38	3,4935	2,8667	2,8545	0,0581	0	0	0	1
481	42007	ICE	EFrancis	extraposition	canonical	word_order	mixed	The organ which you can hear is over a hundred years old	The organ is over a hundred years old which you can hear	11	2,9112	3,1173	3,3859	-0,8458	11	4,6532	3,8887	3,9556	-0,2449	1	1	1	1	11	2,4807	2,5018	2,5394	-0,295	11	3,6991	2,7111	2,7574	-0,5085	1	1	1	0
482	42008	ICE	EFrancis	extraposition	canonical	word_order	mixed	The final result which they hoped for this time was not to be a fully operational system but what they called a pre-industrial prototype as the basis for a possible industrial development after the end of the research programme	The final result was not to be a fully operational system which they hoped for this time but what they called a pre-industrial prototype as the basis for a possible industrial development after the end of the research programme	40	3,5649	2,3165	2,5462	-1,1003	40	3,7196	2,2814	2,4569	-0,9498	1	0	0	1	40	3,0568	2,1186	2,209	-0,763	40	3,155	2,0833	2,0825	-0,6873	1	0	0	1
483	42009	ICE	EFrancis	extraposition	canonical	word_order	mixed	An enzyme which goes to the next step is missing	An enzyme is missing which goes to the next step	9	4,6694	3,3318	3,0941	0,7132	9	5,7816	4,4645	4,3318	1,1943	1	1	1	1	9	4,3556	3,0178	2,953	0,5834	9	3,978	2,9015	2,8816	0,1794	0	0	0	0
484	42010	ICE	EFrancis	extraposition	canonical	word_order	mixed	Geary's Vermilion House which I showed you is but one of a whole clutch of blown apart Los Angeleno houses	Geary's Vermilion House is but one of a whole clutch of blown apart Los Angeleno houses which I showed you	24	4,93	3,6015	3,5117	0,9336	24	5,3342	3,6177	3,5852	1,12	1	1	1	1	24	4,5211	2,9149	2,9747	0,717	24	4,5851	3,0327	3,0719	0,6365	1	1	1	0
485	42011	ICE	EFrancis	extraposition	canonical	word_order	mixed	The last paper which Harold published before the Second World War appeared in the journal of the IEE in August nineteen thirty-nine	The last paper appeared in the journal of the IEE in August nineteen thirty-nine which Harold published before the Second World War	24	4,5572	3,419	3,4476	-0,6599	24	4,1058	3,2374	3,254	-0,0666	0	0	0	1	24	3,4702	2,7023	2,7319	-0,1777	24	3,6857	2,9637	2,9794	0,1892	1	1	1	1
486	42012	ICE	EFrancis	extraposition	canonical	word_order	mixed	The international develop division with our related company Grosvenor International which is based in Vancouver operates in North America and Australia	The international develop division with our related company Grosvenor International operates in North America and Australia which is based in Vancouver	23	3,259	3,0082	3,0066	-0,0373	23	3,4532	2,6798	2,699	0,1477	1	0	0	1	23	3,3691	3,0637	3,0774	0,3381	23	3,2176	2,8048	2,813	0,1866	0	0	0	0
487	42013	ICE	EFrancis	extraposition	canonical	word_order	mixed	The thing which tells us that this manuscript was made in India is architecture which appears on other pages because the architecture is the thing which really binds it to a place	The thing is architecture which tells us that this manuscript was made in India which appears on other pages because the architecture is the thing which really binds it to a place	31	5,1991	3,3258	3,3615	-0,2211	31	4,2562	3,0618	3,0257	0,3729	0	0	0	1	31	3,4691	2,1192	2,1312	-0,3062	31	3,433	2,2915	2,2897	0,0191	0	1	1	1
488	42014	ICE	EFrancis	extraposition	canonical	word_order	mixed	The inaccuracies for which they apologise are the suggestion of ignorance of the extradition treaty the suggestion of ignorance of which branch of the Brazilian police with whom to collaborate a matter which was raised uh in the particulars of justification and uh the suggestion that he bungled the arrest of Biggs	The inaccuracies are the suggestion of ignorance of the extradition treaty the suggestion of ignorance of which branch of the Brazilian police with whom to collaborate a matter which was raised uh in the particulars of justification and uh the suggestion that he bungled the arrest of Biggs for which they apologise	54	5,5374	3,6854	3,6546	0,2078	54	5,5813	3,7528	3,6935	0,3338	1	1	1	1	54	5,7671	3,5182	3,4336	0,3968	54	5,4408	3,4837	3,36	0,4395	0	0	0	1
489	42015	ICE	EFrancis	extraposition	canonical	word_order	mixed	The dispute which arose out of Clause Seventy-Three concerned the question whether the relevant indemnity should be signed or ountersigned by a bank rather than by the charterers uh themselves without any countersignature	The dispute concerned the question whether the relevant indemnity should be signed or ountersigned by a bank rather than by the charterers uh themselves without any countersignature which arose out of Clause Seventy-Three	41	5,666	4,0407	4,0263	0,0538	41	5,2966	3,7403	3,7547	-0,0843	0	0	0	0	41	4,8092	3,7667	3,7314	0,4825	41	4,9614	3,7572	3,7403	0,6807	1	0	1	1
490	42016	ICE	EFrancis	extraposition	canonical	word_order	mixed	The only uh gloss which I would uh respectfully add to what was said in the judgement of the Costas Milos is this	The only uh gloss in the judgement of the Costas Milos is this which I would uh respectfully add to what was said	24	5,3159	3,8731	3,6788	0,8753	24	4,9673	3,5657	3,3759	1,2053	0	0	0	1	24	4,7228	3,7046	3,4796	1,2472	24	4,9204	3,717	3,4066	1,432	1	1	0	1
491	42017	ICE	EFrancis	extraposition	canonical	word_order	mixed	Anybody that's got an eye each side of their nose and can walk around to me is a is a tremendous beauty he says	Anybody is a is a tremendous beauty to me he says that's got an eye each side of their nose and can walk around	25	3,7777	2,7131	2,8077	-0,2547	25	3,7126	2,5092	2,4027	0,7012	0	0	0	1	25	3,0378	2,296	2,2759	0,1639	25	3,4356	2,1191	2,046	0,4408	1	0	0	1
492	42018	ICE	EFrancis	extraposition	canonical	word_order	mixed	The people in the cleft of the mountain who are hesitating about whether it's a really good idea to do this are the janissaries	The people in the cleft of the mountain are the janissaries who are hesitating about whether it's a really good idea to do this	28	4,9473	3,2926	3,5448	-0,7061	28	5,319	3,3475	3,6283	-0,6422	1	1	1	1	28	3,3495	2,3302	2,731	-1,2255	28	3,6913	2,3353	2,7563	-1,118	1	1	1	1
493	42019	ICE	EFrancis	extraposition	canonical	word_order	mixed	The grubby rubber that was only good for smearing meticulously prepared artwork is now a thing of the past, thanks to modern-day plastic erasers	The grubby rubber is now a thing of the past that was only good for smearing meticulously prepared artwork, thanks to modern-day plastic erasers	29	4,1357	3,4483	3,6207	-0,821	29	4,0193	2,9371	2,9667	-0,6261	0	0	0	1	29	4,1236	3,0049	3,0755	-0,4095	29	4,4643	2,6739	2,6886	-0,2131	1	0	0	1
494	42020	ICE	EFrancis	extraposition	canonical	word_order	mixed	Teams that are prepared to shoot at every opportunity are difficult to defend against	Teams are difficult to defend against that are prepared to shoot at every opportunity	14	4,1256	2,5057	2,8185	-1,3055	14	4,8712	2,6264	2,6864	-0,4206	1	1	0	1	14	3,9425	2,2619	2,4484	-0,7108	14	4,6037	2,3708	2,4106	-0,5908	1	1	0	1
495	42021	ICE	EFrancis	extraposition	canonical	word_order	mixed	Passes that call for the defender to turn and head the ball are especially difficult and often the ball skids off the defender's head and out of play	Passes are especially difficult that call for the defender to turn and head the ball and often the ball skids off the defender's head and out of play	30	2,6225	2,3406	2,7419	-1,4006	30	3,1219	2,6691	2,923	-1,2009	1	1	1	1	30	3,1213	1,9601	2,2407	-0,8387	30	3,31	2,1817	2,4171	-0,6689	1	1	1	1
496	42022	ICE	EFrancis	extraposition	canonical	word_order	mixed	The UHF signal that feeds into the co-axial 75 ohm cable in Europe should not have too long a run	The UHF signal should not have too long a run that feeds into the co-axial 75 ohm cable in Europe	24	3,2514	2,6973	2,6811	-0,6437	24	3,8813	3,1826	3,2157	-0,1321	1	1	1	1	24	3,5798	2,3404	2,3361	-0,08	24	3,664	2,463	2,4758	0,1536	1	1	1	1
497	42023	ICE	EFrancis	extraposition	canonical	word_order	mixed	The most consistent change that can be made is that of running trim	The most consistent change is that of running trim that can be made	12	3,3352	3,0003	3,0003	0,1524	12	3,1826	2,7881	2,8408	0,8005	0	0	0	1	12	1,9914	2,4544	2,4677	-0,0796	12	2,8848	2,2534	2,2534	0,3091	1	0	0	1
498	42024	ICE	EFrancis	extraposition	canonical	word_order	mixed	Sir Alfred Mond, who became minister of health in April 1921, wanted a settlement	Sir Alfred Mond wanted a settlement, who became minister of health in April 1921	15	4,7013	3,2546	3,2515	0,0476	14	4,2813	2,73	2,8474	0,8242	0	0	0	1	15	3,3586	2,5607	2,5516	0,1365	14	3,4755	2,8812	3,0027	1,4085	1	1	1	1
499	42025	ICE	EFrancis	extraposition	canonical	word_order	mixed	The 43-year-old man, whose name was withheld, will not face trial	The 43-year-old man will not face trial, whose name was withheld	16	3,2873	2,5746	3,155	-1,7277	15	3,6742	3,0219	3,2217	-0,5993	1	1	1	1	16	2,3652	1,9424	2,8146	-2,0408	15	2,7367	2,3347	2,7307	-1,3742	1	1	0	1
500	42026	ICE	EFrancis	extraposition	canonical	word_order	mixed	Some 4,000 people (most of whom had heard about, but not actually read the book) wrote to Dr Robinson, telling him of their own faith, beliefs, convictions, feelings or special knowledge concerning matters religious	Some 4,000 people wrote to Dr Robinson, telling him of their own faith, beliefs, convictions, feelings or special knowledge concerning matters religious (most of whom had heard about, but not actually read the book)	42	3,0654	2,234	2,3829	-1,075	42	3,3151	2,3168	2,4647	-0,8215	1	1	1	1	42	3,0669	2,1858	2,3268	-0,9521	42	3,1541	2,2434	2,3202	-0,7854	1	1	0	1
501	42027	ICE	EFrancis	extraposition	canonical	word_order	mixed	Several members of the Labour front bench (many of whom were perhaps only willing to go along with the war in the first place because they appreciated the electoral cost of appeasement) are objecting to any extension of the allies' war aims	Several members of the Labour front bench are objecting to any extension of the allies' war aims (many of whom were perhaps only willing to go along with the war in the first place because they appreciated the electoral cost of appeasement)	47	3,7458	2,7632	3,3359	-1,736	47	4,112	3,1107	3,565	-1,3637	1	1	1	1	47	4,0721	2,8117	3,0054	-1,2101	47	3,8885	2,8817	3,0894	-1,2383	0	1	1	0
502	42028	ICE	EFrancis	extraposition	canonical	word_order	mixed	The Ribble Valley result, in which the Liberal Democrats snatched the 10th safest Tory seat in the country with a 25% swing, has stunned Tory MPs	The Ribble Valley result has stunned Tory Mps, in which the Liberal Democrats snatched the 10th safest Tory seat in the country with a 25% swing	30	3,8526	2,8275	3,5974	-1,7077	30	3,9604	3,1116	3,4784	-1,1748	1	1	0	1	30	3,6504	2,7737	2,9663	-0,6425	30	3,6899	2,9867	2,9987	-0,0901	1	1	1	1
503	42029	ICE	EFrancis	extraposition	canonical	word_order	mixed	Readers must hand in their books not later than fifteen minutes before the time the reading room in which they are working is due to close	Readers must hand in their books not later than fifteen minutes before the time the reading room is due to close in which they are working	26	3,9169	2,9031	3,5921	-1,9038	26	4,2712	3,0633	3,4226	-1,4819	1	1	0	1	26	2,9122	2,4294	2,5129	-0,8671	26	3,1877	2,3709	2,4047	-0,5595	1	0	0	1
